site_id,site_name,township,lat,lon,building_type,collapse_pattern,est_trapped,priority_score,road_type,status,reported_at,scout_notes
S0212,Sagaing Site 212,Singu,22.020609,96.057717,mixed,pancake,35,1.0,paved,awaiting_rescue,2026-07-04T08:45:03.410948+00:00,"Residential mixed home, pancake collapse. Family of 35 not evacuated. Water pipe burst flooding the basement void."
S0213,Aungmyethazan Site 213,Kyaukse,22.023164,96.16612,reinforced_concrete,cantilever,9,0.39,unpaved,awaiting_rescue,2026-07-04T05:15:03.410948+00:00,"reinforced concrete structure fully down, cantilever pattern. Neighbors report 9 residents missing. Strong smell of gas nearby."
S0214,Singu Site 214,Tada-U,21.942179,96.060502,brick_masonry,v-shape,5,0.51,paved,awaiting_rescue,2026-07-04T07:38:03.410948+00:00,"Partial v-shape collapse of brick masonry apartment block. Around 5 trapped, tapping sounds confirmed on second floor slab."
S0215,Kyaukse Site 215,Patheingyi,22.0484,95.998282,reinforced_concrete,v-shape,1,0.45,damaged,awaiting_rescue,2026-07-04T08:52:03.410948+00:00,"Residential reinforced concrete home, v-shape collapse. Family of 1 not evacuated. Water pipe burst flooding the basement void."
S0216,Pyigyidagun Site 216,Sagaing,21.822257,96.347366,reinforced_concrete,pancake,1,0.59,unpaved,awaiting_rescue,2026-07-04T08:49:03.410948+00:00,"Market hall reinforced concrete, pancake failure of roof. Vendors estimate 1 people under the structure. Aftershock risk, wall leaning."
S0217,Mahaaungmye Site 217,Singu,21.950814,96.130845,timber,pancake,36,1.0,paved,awaiting_rescue,2026-07-04T06:35:03.410948+00:00,"Multi-story timber building, pancake collapse. Voices heard from rubble. 36 people believed inside. Dust and debris blocking main road."
S0218,Chanayethazan Site 218,Singu,21.918128,96.078715,reinforced_concrete,lean-to,3,0.43,paved,awaiting_rescue,2026-07-04T07:55:03.410948+00:00,"Partial lean-to collapse of reinforced concrete apartment block. Around 3 trapped, tapping sounds confirmed on second floor slab."
S0219,Tada-U Site 219,Patheingyi,22.034298,96.123502,timber,pancake,24,1.0,unpaved,awaiting_rescue,2026-07-04T05:33:03.410948+00:00,"Partial pancake collapse of timber apartment block. Around 24 trapped, tapping sounds confirmed on second floor slab."
S0220,Patheingyi Site 220,Chanayethazan,21.741386,96.006317,reinforced_concrete,v-shape,3,0.43,unpaved,awaiting_rescue,2026-07-04T05:45:03.410948+00:00,School building (reinforced concrete) collapsed in v-shape configuration. Estimated 3 children and staff unaccounted for. Access road cracked.
S0221,Sagaing Site 221,Mahaaungmye,21.720247,96.309087,steel_frame,pancake,1,0.6,unpaved,awaiting_rescue,2026-07-04T05:39:03.410948+00:00,"steel frame structure fully down, pancake pattern. Neighbors report 1 residents missing. Strong smell of gas nearby."
S0222,Myitnge Site 222,Chanmyathazi,22.037208,96.095543,brick_masonry,v-shape,5,0.52,paved,awaiting_rescue,2026-07-04T07:02:03.410948+00:00,School building (brick masonry) collapsed in v-shape configuration. Estimated 5 children and staff unaccounted for. Access road cracked.
S0223,Singu Site 223,Chanmyathazi,22.125818,95.912504,brick_masonry,pancake,1,0.52,paved,awaiting_rescue,2026-07-04T06:40:03.410948+00:00,"Partial pancake collapse of brick masonry apartment block. Around 1 trapped, tapping sounds confirmed on second floor slab."
S0224,Aungmyethazan Site 224,Chanmyathazi,21.941122,96.004908,brick_masonry,pancake,6,0.69,unpaved,awaiting_rescue,2026-07-04T05:32:03.410948+00:00,School building (brick masonry) collapsed in pancake configuration. Estimated 6 children and staff unaccounted for. Access road cracked.
S0225,Kyaukse Site 225,Sagaing,22.032743,96.116862,steel_frame,cantilever,3,0.27,damaged,awaiting_rescue,2026-07-04T07:20:03.410948+00:00,"Market hall steel frame, cantilever failure of roof. Vendors estimate 3 people under the structure. Aftershock risk, wall leaning."
S0226,Pyigyidagun Site 226,Tada-U,21.957011,96.137956,brick_masonry,pancake,4,0.66,paved,awaiting_rescue,2026-07-04T05:56:03.410948+00:00,"Partial pancake collapse of brick masonry apartment block. Around 4 trapped, tapping sounds confirmed on second floor slab."
S0227,Tada-U Site 227,Chanayethazan,22.019501,96.104363,timber,lean-to,4,0.46,unpaved,awaiting_rescue,2026-07-04T06:21:03.410948+00:00,"Partial lean-to collapse of timber apartment block. Around 4 trapped, tapping sounds confirmed on second floor slab."
S0228,Mahaaungmye Site 228,Sagaing,21.911259,95.843714,brick_masonry,v-shape,6,0.5,unpaved,awaiting_rescue,2026-07-04T04:20:03.410948+00:00,"Partial v-shape collapse of brick masonry apartment block. Around 6 trapped, tapping sounds confirmed on second floor slab."
S0229,Pyigyidagun Site 229,Pyigyidagun,21.648572,96.361017,reinforced_concrete,v-shape,7,0.58,paved,awaiting_rescue,2026-07-04T07:43:03.410948+00:00,"reinforced concrete structure fully down, v-shape pattern. Neighbors report 7 residents missing. Strong smell of gas nearby."
S0230,Kyaukse Site 230,Mahaaungmye,22.015617,96.117244,brick_masonry,pancake,23,1.0,unpaved,awaiting_rescue,2026-07-04T08:57:03.410948+00:00,"Market hall brick masonry, pancake failure of roof. Vendors estimate 23 people under the structure. Aftershock risk, wall leaning."
S0231,Amarapura Site 231,Pyigyidagun,22.012874,96.068547,reinforced_concrete,lean-to,6,0.51,paved,awaiting_rescue,2026-07-04T05:11:03.410948+00:00,"Residential reinforced concrete home, lean-to collapse. Family of 6 not evacuated. Water pipe burst flooding the basement void."
S0232,Aungmyethazan Site 232,Singu,22.101693,96.07991,brick_masonry,lean-to,3,0.43,unpaved,awaiting_rescue,2026-07-04T04:51:03.410948+00:00,"Residential brick masonry home, lean-to collapse. Family of 3 not evacuated. Water pipe burst flooding the basement void."
S0233,Amarapura Site 233,Mahaaungmye,21.852641,96.481649,brick_masonry,pancake,8,0.74,unpaved,awaiting_rescue,2026-07-04T07:58:03.410948+00:00,"Residential brick masonry home, pancake collapse. Family of 8 not evacuated. Water pipe burst flooding the basement void."
S0234,Sagaing Site 234,Amarapura,21.875867,96.497233,steel_frame,lean-to,2,0.4,unpaved,awaiting_rescue,2026-07-04T08:44:03.410948+00:00,"Market hall steel frame, lean-to failure of roof. Vendors estimate 2 people under the structure. Aftershock risk, wall leaning."
S0235,Patheingyi Site 235,Pyigyidagun,22.171438,95.693235,brick_masonry,cantilever,1,0.32,unpaved,awaiting_rescue,2026-07-04T05:24:03.410948+00:00,"Multi-story brick masonry building, cantilever collapse. Voices heard from rubble. 1 people believed inside. Dust and debris blocking main road."
S0236,Kyaukse Site 236,Kyaukse,22.290752,96.422272,brick_masonry,cantilever,12,0.36,unpaved,awaiting_rescue,2026-07-04T07:08:03.410948+00:00,"Partial cantilever collapse of brick masonry apartment block. Around 12 trapped, tapping sounds confirmed on second floor slab."
S0237,Chanmyathazi Site 237,Myitnge,21.936387,96.043883,timber,pancake,6,0.7,paved,awaiting_rescue,2026-07-04T04:04:03.410948+00:00,"Multi-story timber building, pancake collapse. Voices heard from rubble. 6 people believed inside. Dust and debris blocking main road."
S0238,Patheingyi Site 238,Mahaaungmye,21.997715,95.975014,timber,cantilever,26,0.54,paved,awaiting_rescue,2026-07-04T05:11:03.410948+00:00,"timber structure fully down, cantilever pattern. Neighbors report 26 residents missing. Strong smell of gas nearby."
S0239,Chanmyathazi Site 239,Mahaaungmye,21.636444,95.926372,steel_frame,pancake,8,0.75,unpaved,awaiting_rescue,2026-07-04T05:12:03.410948+00:00,"Residential steel frame home, pancake collapse. Family of 8 not evacuated. Water pipe burst flooding the basement void."
S0240,Pyigyidagun Site 240,Mahaaungmye,21.852524,96.123978,brick_masonry,v-shape,5,0.47,unpaved,awaiting_rescue,2026-07-04T07:34:03.410948+00:00,School building (brick masonry) collapsed in v-shape configuration. Estimated 5 children and staff unaccounted for. Access road cracked.
S0241,Pyigyidagun Site 241,Tada-U,21.666919,95.760554,timber,lean-to,3,0.47,unpaved,awaiting_rescue,2026-07-04T06:10:03.410948+00:00,"Multi-story timber building, lean-to collapse. Voices heard from rubble. 3 people believed inside. Dust and debris blocking main road."
S0242,Pyigyidagun Site 242,Singu,22.006623,96.039096,mixed,pancake,11,0.83,paved,awaiting_rescue,2026-07-04T05:49:03.410948+00:00,"Market hall mixed, pancake failure of roof. Vendors estimate 11 people under the structure. Aftershock risk, wall leaning."
S0243,Amarapura Site 243,Amarapura,21.990404,96.155081,timber,pancake,2,0.56,paved,awaiting_rescue,2026-07-04T09:08:03.410948+00:00,"Multi-story timber building, pancake collapse. Voices heard from rubble. 2 people believed inside. Dust and debris blocking main road."
S0244,Chanayethazan Site 244,Aungmyethazan,22.036814,96.104998,brick_masonry,v-shape,8,0.61,paved,awaiting_rescue,2026-07-04T04:41:03.410948+00:00,"Multi-story brick masonry building, v-shape collapse. Voices heard from rubble. 8 people believed inside. Dust and debris blocking main road."
S0245,Kyaukse Site 245,Tada-U,22.050168,96.193414,brick_masonry,lean-to,7,0.53,unpaved,awaiting_rescue,2026-07-04T07:40:03.410948+00:00,"Multi-story brick masonry building, lean-to collapse. Voices heard from rubble. 7 people believed inside. Dust and debris blocking main road."
S0246,Kyaukse Site 246,Kyaukse,21.883704,95.99229,reinforced_concrete,cantilever,21,0.47,paved,awaiting_rescue,2026-07-04T06:51:03.410948+00:00,"Residential reinforced concrete home, cantilever collapse. Family of 21 not evacuated. Water pipe burst flooding the basement void."
S0247,Chanayethazan Site 247,Aungmyethazan,21.917756,96.074566,mixed,pancake,1,0.6,paved,awaiting_rescue,2026-07-04T05:03:03.410948+00:00,"Market hall mixed, pancake failure of roof. Vendors estimate 1 people under the structure. Aftershock risk, wall leaning."
S0248,Aungmyethazan Site 248,Chanmyathazi,21.992973,96.013691,reinforced_concrete,pancake,1,0.56,paved,awaiting_rescue,2026-07-04T07:01:03.410948+00:00,"Residential reinforced concrete home, pancake collapse. Family of 1 not evacuated. Water pipe burst flooding the basement void."
S0249,Aungmyethazan Site 249,Singu,22.012806,96.175926,timber,pancake,13,0.82,paved,awaiting_rescue,2026-07-04T07:43:03.410948+00:00,"Multi-story timber building, pancake collapse. Voices heard from rubble. 13 people believed inside. Dust and debris blocking main road."
S0250,Myitnge Site 250,Kyaukse,22.062205,96.085741,brick_masonry,pancake,11,0.75,unpaved,awaiting_rescue,2026-07-04T05:24:03.410948+00:00,"Multi-story brick masonry building, pancake collapse. Voices heard from rubble. 11 people believed inside. Dust and debris blocking main road."
S0251,Chanayethazan Site 251,Tada-U,21.738587,96.096794,reinforced_concrete,cantilever,1,0.28,damaged,awaiting_rescue,2026-07-04T07:20:03.410948+00:00,"reinforced concrete structure fully down, cantilever pattern. Neighbors report 1 residents missing. Strong smell of gas nearby."
S0252,Tada-U Site 252,Kyaukse,22.13233,96.224848,reinforced_concrete,pancake,14,0.84,unpaved,awaiting_rescue,2026-07-04T04:43:03.410948+00:00,"Multi-story reinforced concrete building, pancake collapse. Voices heard from rubble. 14 people believed inside. Dust and debris blocking main road."
S0253,Amarapura Site 253,Mahaaungmye,21.698809,96.354434,mixed,cantilever,1,0.28,damaged,awaiting_rescue,2026-07-04T06:28:03.410948+00:00,"Partial cantilever collapse of mixed apartment block. Around 1 trapped, tapping sounds confirmed on second floor slab."
S0254,Singu Site 254,Tada-U,21.852415,96.019509,brick_masonry,lean-to,5,0.47,damaged,awaiting_rescue,2026-07-04T09:06:03.410948+00:00,"brick masonry structure fully down, lean-to pattern. Neighbors report 5 residents missing. Strong smell of gas nearby."
S0255,Kyaukse Site 255,Patheingyi,21.752146,95.658741,brick_masonry,pancake,2,0.62,damaged,awaiting_rescue,2026-07-04T04:08:03.410948+00:00,"Multi-story brick masonry building, pancake collapse. Voices heard from rubble. 2 people believed inside. Dust and debris blocking main road."
S0256,Chanayethazan Site 256,Pyigyidagun,22.143028,95.743807,brick_masonry,pancake,4,0.59,unpaved,awaiting_rescue,2026-07-04T05:16:03.410948+00:00,"Multi-story brick masonry building, pancake collapse. Voices heard from rubble. 4 people believed inside. Dust and debris blocking main road."
S0257,Mahaaungmye Site 257,Myitnge,21.974821,96.264206,brick_masonry,cantilever,1,0.24,unpaved,awaiting_rescue,2026-07-04T05:12:03.410948+00:00,School building (brick masonry) collapsed in cantilever configuration. Estimated 1 children and staff unaccounted for. Access road cracked.
S0258,Pyigyidagun Site 258,Mahaaungmye,21.944742,96.197026,reinforced_concrete,lean-to,2,0.45,paved,awaiting_rescue,2026-07-04T06:51:03.410948+00:00,"Partial lean-to collapse of reinforced concrete apartment block. Around 2 trapped, tapping sounds confirmed on second floor slab."
S0259,Sagaing Site 259,Aungmyethazan,21.663756,96.324625,reinforced_concrete,pancake,3,0.59,unpaved,awaiting_rescue,2026-07-04T05:05:03.410948+00:00,"reinforced concrete structure fully down, pancake pattern. Neighbors report 3 residents missing. Strong smell of gas nearby."
S0260,Chanmyathazi Site 260,Mahaaungmye,22.035012,95.993877,steel_frame,lean-to,7,0.51,unpaved,awaiting_rescue,2026-07-04T05:54:03.410948+00:00,"Partial lean-to collapse of steel frame apartment block. Around 7 trapped, tapping sounds confirmed on second floor slab."
S0261,Singu Site 261,Tada-U,22.338584,95.998642,reinforced_concrete,lean-to,10,0.52,damaged,awaiting_rescue,2026-07-04T07:31:03.410948+00:00,"Market hall reinforced concrete, lean-to failure of roof. Vendors estimate 10 people under the structure. Aftershock risk, wall leaning."
S0262,Amarapura Site 262,Kyaukse,21.950593,96.159753,reinforced_concrete,pancake,10,0.81,paved,awaiting_rescue,2026-07-04T05:10:03.410948+00:00,School building (reinforced concrete) collapsed in pancake configuration. Estimated 10 children and staff unaccounted for. Access road cracked.
S0263,Amarapura Site 263,Mahaaungmye,21.990083,96.10824,reinforced_concrete,cantilever,1,0.24,unpaved,awaiting_rescue,2026-07-04T07:51:03.410948+00:00,"Multi-story reinforced concrete building, cantilever collapse. Voices heard from rubble. 1 people believed inside. Dust and debris blocking main road."
S0264,Chanmyathazi Site 264,Aungmyethazan,21.950366,96.011911,brick_masonry,cantilever,3,0.26,paved,awaiting_rescue,2026-07-04T07:42:03.410948+00:00,"brick masonry structure fully down, cantilever pattern. Neighbors report 3 residents missing. Strong smell of gas nearby."
S0265,Aungmyethazan Site 265,Patheingyi,22.041702,95.98091,brick_masonry,pancake,2,0.58,paved,awaiting_rescue,2026-07-04T08:45:03.410948+00:00,"Multi-story brick masonry building, pancake collapse. Voices heard from rubble. 2 people believed inside. Dust and debris blocking main road."
S0266,Sagaing Site 266,Tada-U,21.893818,96.178528,brick_masonry,v-shape,9,0.61,unpaved,awaiting_rescue,2026-07-04T07:19:03.410948+00:00,"Partial v-shape collapse of brick masonry apartment block. Around 9 trapped, tapping sounds confirmed on second floor slab."
S0267,Chanayethazan Site 267,Sagaing,21.832341,96.146337,brick_masonry,lean-to,1,0.42,damaged,awaiting_rescue,2026-07-04T04:19:03.410948+00:00,"Partial lean-to collapse of brick masonry apartment block. Around 1 trapped, tapping sounds confirmed on second floor slab."
S0268,Myitnge Site 268,Patheingyi,22.016496,96.205254,mixed,pancake,6,0.65,unpaved,awaiting_rescue,2026-07-04T04:32:03.410948+00:00,"mixed structure fully down, pancake pattern. Neighbors report 6 residents missing. Strong smell of gas nearby."
S0269,Amarapura Site 269,Myitnge,22.032145,96.169361,reinforced_concrete,v-shape,9,0.6,paved,awaiting_rescue,2026-07-04T09:06:03.410948+00:00,"Residential reinforced concrete home, v-shape collapse. Family of 9 not evacuated. Water pipe burst flooding the basement void."
S0270,Pyigyidagun Site 270,Myitnge,21.972445,96.016617,mixed,cantilever,4,0.3,paved,awaiting_rescue,2026-07-04T08:15:03.410948+00:00,"Multi-story mixed building, cantilever collapse. Voices heard from rubble. 4 people believed inside. Dust and debris blocking main road."
S0271,Myitnge Site 271,Singu,21.964519,95.973014,mixed,pancake,1,0.58,paved,awaiting_rescue,2026-07-04T06:49:03.410948+00:00,"mixed structure fully down, pancake pattern. Neighbors report 1 residents missing. Strong smell of gas nearby."
S0272,Aungmyethazan Site 272,Amarapura,22.181259,96.391176,steel_frame,cantilever,2,0.34,unpaved,awaiting_rescue,2026-07-04T07:26:03.410948+00:00,"Partial cantilever collapse of steel frame apartment block. Around 2 trapped, tapping sounds confirmed on second floor slab."
S0273,Amarapura Site 273,Pyigyidagun,21.884747,96.193417,timber,cantilever,6,0.3,unpaved,awaiting_rescue,2026-07-04T08:51:03.410948+00:00,"Market hall timber, cantilever failure of roof. Vendors estimate 6 people under the structure. Aftershock risk, wall leaning."
S0274,Chanayethazan Site 274,Chanmyathazi,22.02679,96.060825,timber,lean-to,1,0.36,paved,awaiting_rescue,2026-07-04T08:57:03.410948+00:00,"Market hall timber, lean-to failure of roof. Vendors estimate 1 people under the structure. Aftershock risk, wall leaning."
S0275,Chanmyathazi Site 275,Kyaukse,22.049835,96.197797,reinforced_concrete,v-shape,16,0.66,paved,awaiting_rescue,2026-07-04T04:43:03.410948+00:00,"Partial v-shape collapse of reinforced concrete apartment block. Around 16 trapped, tapping sounds confirmed on second floor slab."
S0276,Aungmyethazan Site 276,Mahaaungmye,21.625335,96.271285,brick_masonry,cantilever,3,0.28,unpaved,awaiting_rescue,2026-07-04T06:11:03.410948+00:00,"Partial cantilever collapse of brick masonry apartment block. Around 3 trapped, tapping sounds confirmed on second floor slab."
S0277,Sagaing Site 277,Myitnge,21.592433,96.035238,brick_masonry,pancake,3,0.65,unpaved,awaiting_rescue,2026-07-04T07:03:03.410948+00:00,"Multi-story brick masonry building, pancake collapse. Voices heard from rubble. 3 people believed inside. Dust and debris blocking main road."
S0278,Patheingyi Site 278,Chanmyathazi,21.999267,96.010671,reinforced_concrete,cantilever,2,0.27,paved,awaiting_rescue,2026-07-04T04:57:03.410948+00:00,"reinforced concrete structure fully down, cantilever pattern. Neighbors report 2 residents missing. Strong smell of gas nearby."
S0279,Chanmyathazi Site 279,Myitnge,21.996946,96.4362,reinforced_concrete,v-shape,5,0.51,unpaved,awaiting_rescue,2026-07-04T04:19:03.410948+00:00,"Residential reinforced concrete home, v-shape collapse. Family of 5 not evacuated. Water pipe burst flooding the basement void."
S0280,Aungmyethazan Site 280,Pyigyidagun,21.680776,95.741461,reinforced_concrete,pancake,7,0.72,unpaved,awaiting_rescue,2026-07-04T08:40:03.410948+00:00,"Partial pancake collapse of reinforced concrete apartment block. Around 7 trapped, tapping sounds confirmed on second floor slab."
S0281,Chanayethazan Site 281,Pyigyidagun,21.935644,96.100646,brick_masonry,pancake,1,0.52,paved,awaiting_rescue,2026-07-04T09:11:03.410948+00:00,"Multi-story brick masonry building, pancake collapse. Voices heard from rubble. 1 people believed inside. Dust and debris blocking main road."
S0282,Patheingyi Site 282,Chanmyathazi,21.913786,95.991904,steel_frame,lean-to,3,0.44,paved,awaiting_rescue,2026-07-04T06:19:03.410948+00:00,"Market hall steel frame, lean-to failure of roof. Vendors estimate 3 people under the structure. Aftershock risk, wall leaning."
S0283,Kyaukse Site 283,Mahaaungmye,21.933167,96.016233,reinforced_concrete,lean-to,1,0.44,paved,awaiting_rescue,2026-07-04T08:52:03.410948+00:00,"Residential reinforced concrete home, lean-to collapse. Family of 1 not evacuated. Water pipe burst flooding the basement void."
S0284,Kyaukse Site 284,Sagaing,21.925025,96.098737,mixed,v-shape,4,0.52,paved,awaiting_rescue,2026-07-04T08:31:03.410948+00:00,"Market hall mixed, v-shape failure of roof. Vendors estimate 4 people under the structure. Aftershock risk, wall leaning."
S0285,Myitnge Site 285,Chanmyathazi,21.901642,96.042335,brick_masonry,cantilever,1,0.29,unpaved,awaiting_rescue,2026-07-04T08:28:03.410948+00:00,"Residential brick masonry home, cantilever collapse. Family of 1 not evacuated. Water pipe burst flooding the basement void."
S0286,Patheingyi Site 286,Pyigyidagun,22.014408,96.013047,mixed,cantilever,9,0.33,paved,awaiting_rescue,2026-07-04T07:40:03.410948+00:00,"Residential mixed home, cantilever collapse. Family of 9 not evacuated. Water pipe burst flooding the basement void."
S0287,Amarapura Site 287,Aungmyethazan,22.061956,96.380389,reinforced_concrete,cantilever,14,0.38,unpaved,awaiting_rescue,2026-07-04T07:22:03.410948+00:00,"Market hall reinforced concrete, cantilever failure of roof. Vendors estimate 14 people under the structure. Aftershock risk, wall leaning."
S0288,Myitnge Site 288,Mahaaungmye,22.048997,95.975729,timber,v-shape,9,0.54,paved,awaiting_rescue,2026-07-04T05:20:03.410948+00:00,"Market hall timber, v-shape failure of roof. Vendors estimate 9 people under the structure. Aftershock risk, wall leaning."
S0289,Myitnge Site 289,Sagaing,22.009625,95.741228,reinforced_concrete,lean-to,2,0.41,unpaved,awaiting_rescue,2026-07-04T07:20:03.410948+00:00,"Market hall reinforced concrete, lean-to failure of roof. Vendors estimate 2 people under the structure. Aftershock risk, wall leaning."
S0290,Singu Site 290,Sagaing,21.910241,96.006299,brick_masonry,v-shape,1,0.48,unpaved,awaiting_rescue,2026-07-04T06:53:03.410948+00:00,"Multi-story brick masonry building, v-shape collapse. Voices heard from rubble. 1 people believed inside. Dust and debris blocking main road."
S0291,Chanmyathazi Site 291,Aungmyethazan,22.280717,95.67082,steel_frame,lean-to,1,0.41,damaged,awaiting_rescue,2026-07-04T04:54:03.410948+00:00,"steel frame structure fully down, lean-to pattern. Neighbors report 1 residents missing. Strong smell of gas nearby."
S0292,Singu Site 292,Sagaing,21.912673,96.373166,reinforced_concrete,lean-to,6,0.46,damaged,awaiting_rescue,2026-07-04T05:52:03.410948+00:00,School building (reinforced concrete) collapsed in lean-to configuration. Estimated 6 children and staff unaccounted for. Access road cracked.
S0293,Myitnge Site 293,Chanayethazan,22.256521,96.368976,brick_masonry,pancake,2,0.59,damaged,awaiting_rescue,2026-07-04T05:13:03.410948+00:00,"Market hall brick masonry, pancake failure of roof. Vendors estimate 2 people under the structure. Aftershock risk, wall leaning."
S0294,Tada-U Site 294,Patheingyi,22.03992,96.019522,reinforced_concrete,pancake,1,0.55,paved,awaiting_rescue,2026-07-04T05:45:03.410948+00:00,School building (reinforced concrete) collapsed in pancake configuration. Estimated 1 children and staff unaccounted for. Access road cracked.
S0295,Chanmyathazi Site 295,Aungmyethazan,21.877475,95.97996,brick_masonry,v-shape,1,0.47,unpaved,awaiting_rescue,2026-07-04T09:04:03.410948+00:00,"Partial v-shape collapse of brick masonry apartment block. Around 1 trapped, tapping sounds confirmed on second floor slab."
S0296,Pyigyidagun Site 296,Aungmyethazan,22.111922,95.901715,brick_masonry,pancake,5,0.7,unpaved,awaiting_rescue,2026-07-04T05:57:03.410948+00:00,"Residential brick masonry home, pancake collapse. Family of 5 not evacuated. Water pipe burst flooding the basement void."
S0297,Pyigyidagun Site 297,Aungmyethazan,21.961672,96.173873,mixed,v-shape,3,0.44,unpaved,awaiting_rescue,2026-07-04T05:32:03.410948+00:00,"Multi-story mixed building, v-shape collapse. Voices heard from rubble. 3 people believed inside. Dust and debris blocking main road."
S0298,Aungmyethazan Site 298,Kyaukse,22.054585,96.13856,timber,lean-to,13,0.64,paved,awaiting_rescue,2026-07-04T07:59:03.410948+00:00,School building (timber) collapsed in lean-to configuration. Estimated 13 children and staff unaccounted for. Access road cracked.
S0299,Aungmyethazan Site 299,Aungmyethazan,21.985526,96.108742,reinforced_concrete,cantilever,20,0.53,unpaved,awaiting_rescue,2026-07-04T08:51:03.410948+00:00,"Market hall reinforced concrete, cantilever failure of roof. Vendors estimate 20 people under the structure. Aftershock risk, wall leaning."
S0300,Pyigyidagun Site 300,Chanayethazan,21.954852,96.051037,reinforced_concrete,lean-to,1,0.42,paved,awaiting_rescue,2026-07-04T06:36:03.410948+00:00,"Market hall reinforced concrete, lean-to failure of roof. Vendors estimate 1 people under the structure. Aftershock risk, wall leaning."
